Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-25 00:00:00-04:00,166.75,173.9499969482422,163.66600036621094,168.6215057373047,396426000.0,0,0.0
2021-11-01 00:00:00-04:00,168.08999633789062,178.3125,164.17750549316406,175.94949340820312,399674000.0,0,0.0
2021-11-08 00:00:00-05:00,176.16200256347656,180.2725067138672,172.3524932861328,176.25750732421875,327002000.0,0,0.0
2021-11-15 00:00:00-05:00,176.85000610351562,188.1074981689453,176.25750732421875,183.82850646972656,366946000.0,0,0.0
2021-11-22 00:00:00-05:00,183.81900024414062,185.67300415039062,175.20750427246094,175.22799682617188,277034000.0,0,0.0
2021-11-29 00:00:00-05:00,177.3820037841797,179.8000030517578,166.92999267578125,169.489501953125,365688000.0,0,0.0
2021-12-06 00:00:00-05:00,169.64999389648438,177.49949645996094,166.9344940185547,172.21200561523438,287276000.0,0,0.0
2021-12-13 00:00:00-05:00,172.0,174.16600036621094,165.19500732421875,170.0175018310547,340358000.0,0,0.0
2021-12-20 00:00:00-05:00,166.85000610351562,172.0500030517578,165.60000610351562,171.06849670410156,205152000.0,0,0.0
2021-12-27 00:00:00-05:00,171.03700256347656,172.9429931640625,166.55850219726562,166.7169952392578,234494000.0,0,0.0
2022-01-03 00:00:00-05:00,167.5500030517578,171.39999389648438,161.93699645996094,162.5540008544922,297112000.0,0,0.0
2022-01-10 00:00:00-05:00,160.5854949951172,166.8780059814453,156.30450439453125,162.13800048828125,298796000.0,0,0.0
2022-01-17 00:00:00-05:00,159.10499572753906,159.7344970703125,142.07049560546875,142.64300537109375,356480000.0,0,0.0
2022-01-24 00:00:00-05:00,139.0,145.18499755859375,135.3520050048828,143.97799682617188,493958000.0,0,0.0
2022-01-31 00:00:00-05:00,144.75,161.1999969482422,138.33299255371094,157.63949584960938,703846000.0,0,0.0
2022-02-07 00:00:00-05:00,158.52000427246094,163.83450317382812,152.73399353027344,153.2935028076172,392818000.0,0,0.0
2022-02-14 00:00:00-05:00,151.75100708007812,160.3489990234375,150.89300537109375,152.60150146484375,320010000.0,0,0.0
2022-02-21 00:00:00-05:00,150.47850036621094,153.99000549316406,139.5,153.7884979248047,293554000.0,0,0.0
2022-02-28 00:00:00-05:00,152.4250030517578,154.4499969482422,143.8070068359375,145.64100646972656,276024000.0,0,0.0
2022-03-07 00:00:00-05:00,145.44349670410156,149.6750030517578,133.57249450683594,145.52450561523438,465214000.0,0,0.0
2022-03-14 00:00:00-04:00,145.9810028076172,161.593994140625,140.88400268554688,161.25050354003906,410524000.0,0,0.0
2022-03-21 00:00:00-04:00,161.12100219726562,166.3699951171875,159.55299377441406,164.77349853515625,292266000.0,0,0.0
2022-03-28 00:00:00-04:00,164.97500610351562,170.8314971923828,162.3195037841797,163.55999755859375,299232000.0,0,0.0
2022-04-04 00:00:00-04:00,164.125,168.39450073242188,154.2310028076172,154.4604949951172,296804000.0,0,0.0
2022-04-11 00:00:00-04:00,152.71299743652344,156.02499389648438,149.60000610351562,151.7064971923828,212278000.0,0,0.0
2022-04-18 00:00:00-04:00,151.52349853515625,158.6490020751953,143.69749450683594,144.35000610351562,298118000.0,0,0.0
2022-04-25 00:00:00-04:00,144.0229949951172,146.22149658203125,121.625,124.28150177001953,600718000.0,0,0.0
2022-05-02 00:00:00-04:00,122.4010009765625,126.22049713134766,113.08149719238281,114.77249908447266,607320000.0,0,0.0
2022-05-09 00:00:00-04:00,111.3125,114.0,102.40550231933594,113.05500030517578,568972000.0,0,0.0
2022-05-16 00:00:00-04:00,113.0999984741211,115.80000305175781,105.0094985961914,107.59100341796875,447036000.0,0,0.0
2022-05-23 00:00:00-04:00,108.46099853515625,115.18699645996094,101.26000213623047,115.14649963378906,490514000.0,0,0.0
2022-05-30 00:00:00-04:00,116.27999877929688,125.61000061035156,115.67500305175781,122.3499984741211,470326000.0,0,0.0
2022-06-06 00:00:00-04:00,125.25,128.99000549316406,109.05000305175781,109.6500015258789,439648100.0,0,0.0
2022-06-13 00:00:00-04:00,104.19000244140625,109.05999755859375,101.43000030517578,106.22000122070312,435976000.0,0,0.0
2022-06-20 00:00:00-04:00,108.19999694824219,116.70999908447266,103.55999755859375,116.45999908447266,265154200.0,0,0.0
2022-06-27 00:00:00-04:00,117.08999633789062,117.9800033569336,102.5199966430664,109.55999755859375,374152000.0,0,0.0
2022-07-04 00:00:00-04:00,107.5999984741211,116.98999786376953,106.31999969482422,115.54000091552734,247134600.0,0,0.0
2022-07-11 00:00:00-04:00,114.08000183105469,115.58999633789062,106.01000213623047,113.55000305175781,304602600.0,0,0.0
2022-07-18 00:00:00-04:00,115.0,125.5,113.1500015258789,122.41999816894531,303077400.0,0,0.0
2022-07-25 00:00:00-04:00,122.69999694824219,137.64999389648438,114.52999877929688,134.9499969482422,410016800.0,0,0.0
2022-08-01 00:00:00-04:00,134.9600067138672,143.55999755859375,133.50999450683594,140.8000030517578,331869000.0,0,0.0
2022-08-08 00:00:00-04:00,142.0500030517578,144.60000610351562,136.2100067138672,143.5500030517578,239948300.0,0,0.0
2022-08-15 00:00:00-04:00,142.8000030517578,146.57000732421875,137.91000366210938,138.22999572753906,231518800.0,0,0.0
2022-08-22 00:00:00-04:00,135.72000122070312,137.8300018310547,130.5,130.75,216159600.0,0,0.0
2022-08-29 00:00:00-04:00,129.89999389648438,132.07000732421875,123.66000366210938,127.51000213623047,265019200.0,0,0.0
2022-09-05 00:00:00-04:00,127.91999816894531,133.69000244140625,124.73999786376953,133.27000427246094,185165000.0,0,0.0
2022-09-12 00:00:00-04:00,134.10000610351562,136.49000549316406,120.69999694824219,123.52999877929688,340392700.0,0,0.0
2022-09-19 00:00:00-04:00,122.16000366210938,124.70999908447266,112.05999755859375,113.77999877929688,273832900.0,0,0.0
2022-09-26 00:00:00-04:00,113.30000305175781,118.69999694824219,112.83999633789062,113.0,297031100.0,0,0.0
2022-10-03 00:00:00-04:00,113.58000183105469,123.0,112.44999694824219,114.55999755859375,258903800.0,0,0.0
2022-10-10 00:00:00-04:00,115.0999984741211,116.25,105.3499984741211,106.9000015258789,299106000.0,0,0.0
2022-10-17 00:00:00-04:00,110.11000061035156,119.58999633789062,110.08999633789062,119.31999969482422,280043100.0,0,0.0
2022-10-24 00:00:00-04:00,119.9800033569336,121.31999969482422,97.66000366210938,103.41000366210938,522007200.0,0,0.0
2022-10-31 00:00:00-04:00,103.55999755859375,104.87000274658203,88.04000091552734,90.9800033569336,654167800.0,0,0.0
2022-11-07 00:00:00-05:00,91.94999694824219,101.19000244140625,85.87000274658203,100.79000091552734,542000700.0,0,0.0
2022-11-14 00:00:00-05:00,98.7699966430664,103.79000091552734,92.4800033569336,94.13999938964844,453874300.0,0,0.0
2022-11-21 00:00:00-05:00,93.97000122070312,95.0199966430664,90.58999633789062,93.41000366210938,241025600.0,0,0.0
2022-11-28 00:00:00-05:00,93.93000030517578,97.2300033569336,91.44000244140625,94.12999725341797,384053600.0,0,0.0
2022-12-05 00:00:00-05:00,93.05000305175781,94.05999755859375,87.4800033569336,89.08999633789062,355748800.0,0,0.0
2022-12-12 00:00:00-05:00,89.20999908447266,96.25,86.7300033569336,87.86000061035156,463356700.0,0,0.0
2022-12-16 00:00:00-05:00,88.26499938964844,89.34500122070312,86.7300033569336,87.86000061035156,145601729.0,0,0.0
